ItemName,original_type,original_subtype,frequency
SUGA Agust D TOUR D-DAY THE MOVIE 活動票 550 新台幣 x,服務、票券,門票,24
團購【柳川 や 中秋月餅禮盒-菠蘿蛋黃酥、雪藏奶黃酥】(自取),食品,餐飲,24
【台灣燈會獨家】OATSIDE雙口味組合 (1000ml*6入/箱) 職人燕麥植物奶 ＆ 巧克力燕麥植物-單一規格,食品,飲料,24
【良彩賢暮】Futon好眠護腰枕,居家生活,寢具,24
112年口腔衛生專業核心課程基本能力測驗-申請通過證書 參加費用 200 TWD X,服務、票券,課程,24
琥珀糖 - 紫陽花,居家生活,園藝植作,24
AI運動專題實作營 單人報名,服務、票券,禮券,24
生命數字實戰班待確認區,教育與社會服務,學雜費,24
THOMSON 溫感臉部按摩器 砭石美容按摩刮痧儀,美妝保養,美容工具,24
【88節特賣】小牛津-手指點讀認知書-3入組(多元五語學習)~手指書/按按書/YT越南夯台灣介紹款,嬰幼童與母親,嬰幼童寢具,24
限時24小時⏰買3送3再送1🔥牛奶鈣魚膠原口嚼錠(寶可夢版)(共360顆)【6/3依序排單出貨】,健康保健,保健食品,24
【孕婦專科】義大利第四代活性葉酸+美國複合甘胺酸亞鐵+奧地利天然蕎麥B12+法國西印度櫻桃C ｜第二代升級 VITABOX®,健康保健,保健食品,24
POYUNWANG 閨蜜跑趴中行李吊牌,戶外/旅行,行李箱及周邊,24
【限時特惠專案】專利7+1雙效益生菌 8盒,健康保健,保健食品,24
國際永續揭露準則精華解析3堂課,服務、票券,課程,24
"RM: RIGHT PEOPLE, WRONG PLACE 活動票 550 新台幣 x",服務、票券,門票,24
電商商品 32835 元 x,其他大類,其他,24
當月雜誌(單本) 加贈：龍年新春禮物盒組 x,書籍及雜誌期刊,雜誌期刊,24
趨勢贏家 2800 新台幣 x,金融服務,其他金融服務,24
訂閱制學習計畫 - 月訂方案 x 1|1518,服務、票券,課程,24
不慌醣 台灣肉桂 苦瓜胜肽 - C. 6盒組,健康保健,保健食品,24
環境心理學-課程報名費 5200 元 x,服務、票券,課程,24
宜蘭民宿 礁溪320山館訂房訂單,戶外/旅行,住宿訂房,24
實況主贊助 https://www.twitch.tv/ichikawasaori,娛樂、收藏,頻道贊助,24
114年全國業餘高爾夫南區8月分區月賽(公開、A、B組)/個人,裝潢與建築,石油及石油周邊,24
買2送1 日本龍涎香精萃濃縮沐浴乳 沉穩木質 神秘龍涎揭開低調奢華的沐浴儀式 買2送1 一組,相機、攝影與周邊,相機,24
【Photofast】多功能五合一行動電源 萬用充 自帶線旅行充 無線充電 MutiCharge 10000mAh (池袋黑/一般) 1580 元 x,手機平板與周邊,行動電源,24
之前的我們 網路全票 330 新台幣 x,服務、票券,門票,24
【預購】杏仁ミルx壞朋友組 情人節限定周邊2023【套組】-單一規格,娛樂、收藏,卡牌,24
【KINYO】3in1雙電壓旅行小圓鍋,郵購與傳銷,其他傳銷事業,24
【限時特惠專案】幸福鈣原素2瓶／組,健康保健,保健食品,24
宜蘭民宿 禾水岸包棟民宿訂房訂單,戶外/旅行,住宿訂房,24
臍橙『肚臍柑』10斤裝(大),食品,蔬果,24
【 台中．11月 】暮暮市集/首波開跑 2400 元 x,服務、票券,報名費,24
54鐵人～叫小鶴,運動/健身,水類運動,24
雅詩蘭黛 新版柔絲煥采化妝水 大粉水400ML,美妝保養,化妝品,24
(日文)一百公尺。 網路全票 350 新台幣 x,服務、票券,門票,24
90大朵白鴨絨澎澎立領寬鬆繭型羽絨背心- 黑色/ 預購,服飾,外套,24
BRUNO多功能氣炸鍋,家電影音,廚房家電,24
鈴芽之旅 540元,娛樂、收藏,電影動漫周邊,24
AI醫學影像分析實作直播學程 7000 $ x,服務、票券,課程,24
極萃皙｜B2S x,美妝保養,化妝品,24
160堂4週ESL在家上方塞,服務、票券,禮券,24
早價價(截止日2025/12/30)$700 700 元 x,服務、票券,門票,24
2023首獎音樂大賽-地區初賽-台中,服務、票券,門票,24
2023首獎音樂大賽-地區初賽-台南,服務、票券,門票,24
實況主斗內 https://twitch.tv/tsume_neko 520 元 x,娛樂、收藏,玩具,24
[高能量] 抹茶風味,運動/健身,運動健身能量補給,24
老天祿| 台北城最有味道的滷味達人 線上購物 1120 元 x,食品,餐飲,24
酷比魔方 iPlay50Pro 台灣公司貨預購 TW授權認證,手機平板與周邊,平板周邊,24
杏仁酸精華液10% 30ml 3入 贈5%15ml+NING聯名 A醇洗面乳15ml+0.1%A醇精華乳3ml (郁甯推薦),健康保健,日常護理,24
[全效保養款] 控油洗髮露*1+強健髮根洗髮乳*1+補水護髮素*1+頭皮噴霧*1（🌴） 1280 元 x,美妝保養,美髮護理,24
《L.H. Special》線下專場門票,服務、票券,宗教服務,24
木老闆👱🏻‍♀️[代購] MAMAMOO官方正版手燈 2.5代 木棒-手燈,娛樂、收藏,明星偶像商品,24
"捐獻｜準提佛母 滿願大菩薩-立香 , 5斤",服務、票券,報名費,24
國王 21-22 球員版客製化球衣（尊爵黑）,服飾,休閒運動服飾,24
講座 | 1/8 與大師有約,服務、票券,禮券,24
紀州庵 349 TWD x,服務、票券,課程,24
葬送的芙莉蓮 9　55元X1葬送的芙莉蓮 8　55元X1葬送的芙莉蓮 7　55元X1葬送的芙莉蓮 6　55元X1葬送的芙莉蓮 5　55元X1葬送的芙莉蓮 4　55元X1葬送的芙莉蓮 3　55元X1葬送的芙莉蓮 2　55元X1葬送的芙莉蓮 1,書籍及雜誌期刊,漫畫,24
【 台中．10月 】暮暮市集/首波開跑 4000 元 x,服務、票券,旅遊票券,24
活動名稱：寶寶爬行、搬搬樂比賽報名入口/活動場次：2025/08/09(六) 14:30寶寶爬行(比賽地點:大遠百一樓戶外廣場),鞋類,雨鞋雨靴,24
2026型男大主廚年菜早鳥預購—瑞馬迎春鴻運套組 — 本島 x,服務、票券,門票,24
【HaoO】65W三孔超輕巧氮化鎵電源供應器,手機平板與周邊,行動電源,24
"23FEB23側肩細坑紋針織T - F, 黑",服飾,T恤,24
【好麗友】預感洋芋片64g X12盒/組(口味任選：原味、起司、洋蔥)／原味*4洋蔥*4_(2023.10)+起司4_(2023.11) 450 元 x,食品,零食,24
國父熱炒杯,教育與社會服務,政治捐款,24
福湯岩盤浴 電子票券 平日用 2小時 2組,戶外/旅行,住宿訂房,24
