ItemName,original_type,original_subtype,frequency
保險存摺白金會員升級100元/年,服務、票券,系統費,661602
星城會員購點,電玩遊戲,休閒娛樂,615616
yoe數位點 300點(單價$300),電玩遊戲,休閒娛樂,112554
保險存摺白金會員升級75元/年,服務、票券,系統費,72199
"yoe數位點 1000點(單價$1,000)",電玩遊戲,休閒娛樂,71722
TW數位點(單價$300),電玩遊戲,休閒娛樂,56358
《樂作家務隊》定期定額一年捐款-每月捐款100元,教育與社會服務,公益捐款,39845
yoe數位點 500點(單價$500),電玩遊戲,休閒娛樂,38167
"TW數位點(單價$1,000)",電玩遊戲,休閒娛樂,37414
350000000Coins 拉斯傳說包,電玩遊戲,休閒娛樂,36918
星城Online VVIP點數100點,電玩遊戲,休閒娛樂,36768
yoe數位點 50點(單價$50),電玩遊戲,休閒娛樂,36026
yoe數位點 100點(單價$100),電玩遊戲,休閒娛樂,31263
星城Online VVIP點數1000點,電玩遊戲,休閒娛樂,31097
時藝多媒體購票付款,服務、票券,門票,30883
17LIVE 12000 寶寶幣,娛樂、收藏,頻道贊助,29891
"yoe數位點 3000點(單價$3,000)",電玩遊戲,休閒娛樂,28327
【每日限購十包】500000000Coins 拉斯神話包,電玩遊戲,休閒娛樂,26611
《樂作家務隊》單筆捐款-單筆捐款1200元,教育與社會服務,公益捐款,26525
星城Online VVIP點數500點,電玩遊戲,休閒娛樂,25993
【每日限購五包】500000000Coins 拉斯神話包,電玩遊戲,休閒娛樂,25935
星城Online VVIP點數200點,電玩遊戲,休閒娛樂,25459
戰力補給包100點,電玩遊戲,休閒娛樂,24476
星城Online VVIP點數300點,電玩遊戲,休閒娛樂,23544
yoe數位點 150點(單價$150),電玩遊戲,休閒娛樂,22280
『幸福基金會』每月捐款-每月捐款100元,教育與社會服務,公益捐款,20607
TW數位點(單價$500),電玩遊戲,休閒娛樂,20105
『幸福基金會』單筆捐款-單筆捐款1200元,教育與社會服務,公益捐款,19937
民眾黨捐款,教育與社會服務,政治捐款,18498
Uber Eats 經典保溫袋（綠）,服務、票券,生活服務,18144
17LIVE 6000 寶寶幣,娛樂、收藏,頻道贊助,17637
台灣野良犬照護協會 捐款,教育與社會服務,公益捐款,17354
TW數位點(單價$100),電玩遊戲,休閒娛樂,16528
TW數位點(單價$50),電玩遊戲,休閒娛樂,16385
星城Online VVIP點數2000點,電玩遊戲,休閒娛樂,16058
【安全開通組】Uber Eats 反光保溫袋（綠）升級版 + 反光背心,服務、票券,生活服務,15934
"TW數位點(單價$3,000)",電玩遊戲,休閒娛樂,15547
一事製菓 小流浪預定,食品,甜點,15255
17LIVE 1200 寶寶幣,娛樂、收藏,頻道贊助,13133
17LIVE 3600 寶寶幣,娛樂、收藏,頻道贊助,12839
星城Online VVIP點數3000點,電玩遊戲,休閒娛樂,11367
一事製菓 小流浪預訂,食品,甜點,11341
17LIVE 24000 寶寶幣,娛樂、收藏,頻道贊助,11303
「一事製菓」甜點預購,食品,甜點,10538
實況主贊助 https://www.youtube.com/channel/UCGXr9L5Kg77hLMZN4r8X8mw,娛樂、收藏,頻道贊助,10495
《樂作家務隊》定期定額一年捐款-每月捐款139元,教育與社會服務,公益捐款,10239
TW數位點(單價$150),電玩遊戲,休閒娛樂,10217
《樂作家務隊》定期定額一年捐款-每月捐款300元,教育與社會服務,公益捐款,10004
yoe數位點 5000點,電玩遊戲,休閒娛樂,9357
17LIVE 60000 寶寶幣,娛樂、收藏,頻道贊助,9348
17LIVE 36000 寶寶幣,娛樂、收藏,頻道贊助,9306
星城Online VVIP點數400點,電玩遊戲,休閒娛樂,9222
星城Online VVIP點數10000點,電玩遊戲,休閒娛樂,9096
2024年及2025年費（含實體黨證工本費） 1000 元 x,教育與社會服務,政治捐款,8992
星城Online VVIP點數5000點,電玩遊戲,休閒娛樂,8853
固力伸(葡萄糖胺+鯊魚軟骨),健康保健,保健食品,8126
"yoe數位點 5000點(單價$5,000)",電玩遊戲,休閒娛樂,8079
小額捐款 500 元 x,教育與社會服務,政治捐款,8020
星城Online點數1000點,電玩遊戲,休閒娛樂,7785
yoe數位卡300點(單價$300),電玩遊戲,休閒娛樂,7728
ECpay信用卡驗證,服務、票券,系統費,7409
【發票怪獸】睡益益生菌7入體驗組索取 睡益益生菌7入*1件,健康保健,保健食品,7306
"yoe數位點 10000點(單價$10,000)",電玩遊戲,休閒娛樂,7277
實況主贊助 https://www.twitch.tv/bbbb87,娛樂、收藏,頻道贊助,7148
遊e數位卡(單價$300),電玩遊戲,休閒娛樂,6976
Uber Eats 經典反光保溫袋（綠）,服務、票券,生活服務,6963
2025重機展門票 250元 * 1張,書籍及雜誌期刊,雜誌期刊,6860
yoe數位卡 50點(單價$50),電玩遊戲,休閒娛樂,6843
《樂作家務隊》單筆捐款-單筆捐款1668元,教育與社會服務,公益捐款,6808
玉成(文化事業)課程報名費 1000 新台幣 x,服務、票券,課程,6640
山丘藍 台灣藍莓 5入 / 一箱 x,食品,生鮮食品,6603
8萬翻本包 600 元 x,電玩遊戲,休閒娛樂,6567
(IMAX)沙丘：第二部 網路IMAX全票 490 新台幣 x,服務、票券,門票,6546
《樂作家務隊》單筆捐款-單筆捐款2000元,教育與社會服務,公益捐款,6496
Once 珍藏限量小卡套票 580元,服務、票券,門票,6486
點數100-信用卡 100 元 x,電玩遊戲,休閒娛樂,6195
星城Online點數300點,電玩遊戲,休閒娛樂,6165
NIUNIU衣櫥服飾,服飾,休閒運動服飾,6048
17LIVE 600 寶寶幣,娛樂、收藏,頻道贊助,5972
20萬翻本包 1500 元 x,電玩遊戲,休閒娛樂,5951
愛心捐款 1000 元 x,教育與社會服務,公益捐款,5890
2024重機展門票 250元 * 1張,服務、票券,門票,5829
星城Online VVIP點數1500點,電玩遊戲,休閒娛樂,5638
民眾黨黨費繳納500,教育與社會服務,政治捐款,5380
星城Online點數500點,電玩遊戲,休閒娛樂,5357
愛心捐款 500 元 x,教育與社會服務,公益捐款,5351
Dreambox2022商城商品一批,其他大類,其他,5228
1000元江湖救急包 1000 元 x,電玩遊戲,休閒娛樂,5123
2023年費 500 元 x,教育與社會服務,政治捐款,5117
『幸福基金會』每月捐款-每月捐款200元,教育與社會服務,公益捐款,5109
星城Online VVIP點數600點,電玩遊戲,休閒娛樂,5105
住宿券x野蠻王妃*2 + 郵局100元,服務、票券,旅遊票券,5061
漫博會-展期票 180元 * 1張,服務、票券,系統費,5033
3000元江湖救急包 3000 元 x,電玩遊戲,休閒娛樂,5033
【請勿直接下單】上網卡重置補發費用,服務、票券,電信,4984
《樂作家務隊》定期定額一年捐款-每月捐款500元,教育與社會服務,公益捐款,4811
冷凍食品一批,食品,生鮮食品,4808
《樂作家務隊》定期定額一年捐款-每月捐款200元,教育與社會服務,公益捐款,4675
yoe數位卡 300點(單價$300),電玩遊戲,休閒娛樂,4608
日本WIFI小灰機(純上網/吃到飽),服務、票券,旅遊票券,4605
『幸福基金會』單筆捐款-單筆捐款2000元,教育與社會服務,公益捐款,4512
民眾黨黨費繳納700,教育與社會服務,政治捐款,4444
黨證費用繳納300,教育與社會服務,政治捐款,4444
《樂村日照》定期定額一年捐款-每月捐款500元,教育與社會服務,公益捐款,4425
八爺的店商品,其他大類,其他,4331
17LIVE 120000 寶寶幣,娛樂、收藏,頻道贊助,4309
每日儲值禮包,鞋類,運動鞋,4250
霈恩萃®機能補給錠6送2 14280 元,健康保健,保健食品,4141
"TW數位點(單價$5,000)",電玩遊戲,休閒娛樂,4128
