ItemName,original_type,original_subtype,frequency
粘土人 Shoto（第二波預購）4200TWD,娛樂、收藏,明星偶像商品,2
粘土人 Ralsei2000TWD,娛樂、收藏,玩具,2
粘土人 Gachapin1700TWD,娛樂、收藏,玩具,2
粘土人 Mukku1700TWD,娛樂、收藏,玩具,2
粘土人 02 飛行員套装Ver.1200TWD,娛樂、收藏,明星偶像商品,2
粗麻花編織寬鬆感圓領針織毛衣,服飾,針織,2
Cofit 大餐救援包覺醒版 1入 (居居團購),健康保健,營養品,2
"粗鬆L*1, 黑QL*1, 肉角L...",食品,零食,2
粗鉤針織寬鬆外套罩衫 880 新台幣 x,服飾,外套,2
粗針織雙釦連帽毛衣j90,服飾,毛衣,2
粗針毛線大衣,服飾,外套,2
短板勾織麻花背心EC19,服飾,洋裝,2
"(林麻吉果物)30年批發業/智利櫻桃/SIZE~2J,3J,4J/智利櫻桃/櫻桃／4J規格5公斤原裝箱 2880 元 x",食品,生鮮食品,2
粗聲雙胞 SA&amp;SAM OKhee組合／預購) 觀眾票選最想回購 8件組 2880 元 x,服飾,其他服飾,2
Okhee 刷具單支-眉眼妝／眼角刷_,美妝保養,化妝品,2
粗聲雙胞 SA&amp;SAM OKhee組合／精緻臉型 5件組 2085 元 x,美妝保養,化妝品,2
Okhee 刷具單支-底妝／okhee 細節遮瑕刷_,美妝保養,化妝品,2
Okhee 刷具單支-底妝／okhee 細節腮紅粉刷_,美妝保養,化妝品,2
PIV03 394 元 x,美妝保養,化妝品,2
粗聲雙胞 SA&SAM OKhee組合／眼部細節控必入7件組(預購) 2493 元 x,美妝保養,化妝品,2
粗繩RB金字軍帽 X,服飾,帽T,2
粗織羊毛 V 領毛衣,服飾,多件式套裝,2
粗紙軸棉花棒(400支/袋)台灣製,美妝保養,化妝品,2
粗獷派建築師 雙人電影熱狗套票 H排13號、粗獷派建築師 雙人電影熱狗套票 H排14號、 969 新台幣 x,服務、票券,門票,2
(林麻吉果物)全館免運~紐西蘭空運櫻桃／30mm 原裝箱2公斤 1400 元 x,食品,生鮮食品,2
