ItemName,original_type,original_subtype,frequency
圓頭肉乾_小農酒糟牛肉乾(原味),食品,零食,8
【Premium限定】《鬼貓》電影預售票 179元,服務、票券,門票,8
"不再硬塞出風口! Hyundai 現代車系專屬 高質感手機支架 ( Custin | Elantra | Tucson | Tucson L | ix35 | Santa Fe | Sonata ) MU原廠公司貨 24H快速出貨 - 御鐵黑, elantra-17-19年式",汽機車零件百貨,汽車零件,8
"不再硬塞出風口! Hyundai 現代車系專屬 高質感手機支架 ( Custin | Elantra | Tucson | Tucson L | ix35 | Santa Fe | Sonata ) MU原廠公司貨 24H快速出貨 - 御鐵黑, ix35-10-16年式",汽機車零件百貨,汽車零件,8
效率前緣365天,服務、票券,禮券,8
接駁車(座位上限40人),服務、票券,旅遊票券,8
限定組合免運❤️Banila Co 超服貼氣墊+補充蕊送化妝包+zero卸妝霜／21ivory 1299 元 x,美妝保養,化妝品,8
儲值1500個鑽,娛樂、收藏,頻道贊助,8
SPINEFITTER®國際認證課程 Certified Instructor Workshop 2025（艾克索精準運動科學）,服務、票券,禮券,8
2025 LEXUS車主騎聚日 - 自行車約騎活動 10/18 中部場次｜限「中部汽車」車主 (LEXUS台中/北台中/彰化/南台中所) 1200,汽機車零件百貨,汽車,8
2025 LSR上色- 7月高雄 - 比賽1天,居家生活,餐廚,8
限時$1111活動 1111 元 x,其他大類,其他,8
Liportal-D 微生素D膠囊食品,健康保健,保健食品,8
Lirah 巴薩米克醋250ml單入（4種風味任選） - 原味,服務、票券,課程,8
2025 LEXUS車主騎聚日 - 自行車約騎活動 9/13北部場次｜限「國都汽車」車主(LEXUS松江/士林/新莊/中和/三重所) 1200,汽機車零件百貨,汽車,8
2025 LEXUS車主騎聚日 - 自行車約騎活動 9/20 南部場次｜限「南都汽車」車主(LEXUS台南/嘉義/雲林所) 1200,汽機車零件百貨,汽車,8
已追加. CP值簡直不要太高.ᐟ‪.ᐟ 娃娃背心+直筒寬褲套裝組🧡💕,服飾,多件式套裝,8
團【一月主題組 - 藝伎】,服飾,其他服飾,8
團【全都有福袋】三月福袋,其他大類,其他,8
金士頓 KINGSTON 1TB DataTraveler Max Type-A 高速 隨身碟,手機平板與周邊,手機周邊配件,8
KINYO 韓式超薄不沾電烤盤36cm BP-236*1台,健康保健,保健食品,8
罪後的信徒,服務、票券,其他活動,8
儲值6000個遊戲幣,電玩遊戲,角色扮演,8
儲值4800個彩鑽,其他大類,其他,8
儲值480個彩鑽,其他大類,其他,8
(IMAX)巴比倫 網路IMAX全票 490 新台幣 x,服務、票券,門票,8
英語腦進化論｜進擊口說即戰力 2065 $ x,書籍及雜誌期刊,語言學習書籍,8
英雄之旅：自己的故事，別當配角,服務、票券,課程,8
114學年度全國中正盃出入證工本費單日,服務、票券,報名費,8
114學年度全國中正盃出入證工本費雙日,服務、票券,報名費,8
chaosysl@gmail.com ( 統編: 未填寫 ),服務、票券,系統費,8
【Premium限定】《電影蠟筆小新：超華麗！灼熱的春日部舞者們》電影預售票 396元,服務、票券,門票,8
團報項目_10x1人,服務、票券,課程,8
團報項目_1x5人,服務、票券,旅遊票券,8
經典保濕煥膚組,美妝保養,化妝品,8
放下酒譜！跟著 Mars 飛向浩瀚無垠調酒宇宙,食品,飲料,8
團報項目_5x4人,服務、票券,旅遊票券,8
【Premium限定】《阿基拉 4K數位修復版》電影預售票 396元,服務、票券,門票,8
商品總金額 9630 TWD x,其他大類,其他,8
【任選2入】天然草本體香劑60ml 於訂單備註 ( 檸檬香桃木/蜂蜜燕麥/椰奶/低敏無香 任選2入),美妝保養,化妝品,8
【Premium限定】《電影蠟筆小新：超華麗！灼熱的春日部舞者們》電影票房分紅預售票 250元,服務、票券,門票,8
團課 單堂 1200 元 x,服務、票券,禮券,8
團課6次 首款1980,服務、票券,禮券,8
團課6次 首款2280,服務、票券,禮券,8
團課6次 首款2520,服務、票券,禮券,8
團費:/全程HKG03DJX251202 台灣設計菁英協會香港自由行;,服務、票券,宗教服務,8
cc3570tw@gmail.com ( 統編: 未填寫 ),服務、票券,系統費,8
經典Armor-lux五分袖條紋上衣 × 1,服飾,T恤,8
